"GEO","TIME","CURRENCY","PROD_ANI","Value"
"Malta","2004","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2004","Euro","Sheep - prices per 100 kg live weight","93.95"
"Austria","2004","Euro","Sheep - prices per 100 kg live weight","61.00"
"Poland","2004","Euro","Sheep - prices per 100 kg live weight","163.19"
"Portugal","2004","Euro","Sheep - prices per 100 kg live weight","96.12"
"Romania","2004","Euro","Sheep - prices per 100 kg live weight","61.06"
"Slovenia","2004","Euro","Sheep - prices per 100 kg live weight","108.30"
"Slovakia","2004","Euro","Sheep - prices per 100 kg live weight","140.02"
"Finland","2004","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2004","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2004","Euro","Sheep - prices per 100 kg live weight","106.62"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2004","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2005","Euro","Sheep - prices per 100 kg live weight","105.84"
"Czechia","2005","Euro","Sheep - prices per 100 kg live weight","61.16"
"Denmark","2005","Euro","Sheep - prices per 100 kg live weight","18.52"
"Germany (until 1990 former territory of the FRG)","2005","Euro","Sheep - prices per 100 kg live weight","57.17"
"Estonia","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2005","Euro","Sheep - prices per 100 kg live weight","143.06"
"Greece","2005","Euro","Sheep - prices per 100 kg live weight","129.53"
"Spain","2005","Euro","Sheep - prices per 100 kg live weight","29.09"
"France","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Croatia","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Italy","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2005","Euro","Sheep - prices per 100 kg live weight","275.09"
"Latvia","2005","Euro","Sheep - prices per 100 kg live weight","80.03"
"Lithuania","2005","Euro","Sheep - prices per 100 kg live weight","109.46"
"Luxembourg","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2005","Euro","Sheep - prices per 100 kg live weight","113.92"
"Malta","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2005","Euro","Sheep - prices per 100 kg live weight","91.35"
"Austria","2005","Euro","Sheep - prices per 100 kg live weight","62.00"
"Poland","2005","Euro","Sheep - prices per 100 kg live weight","169.77"
"Portugal","2005","Euro","Sheep - prices per 100 kg live weight","31.45"
"Romania","2005","Euro","Sheep - prices per 100 kg live weight","74.57"
"Slovenia","2005","Euro","Sheep - prices per 100 kg live weight","120.77"
"Slovakia","2005","Euro","Sheep - prices per 100 kg live weight","172.91"
"Finland","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2005","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2005","Euro","Sheep - prices per 100 kg live weight","99.02"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2005","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2006","Euro","Sheep - prices per 100 kg live weight","120.32"
"Czechia","2006","Euro","Sheep - prices per 100 kg live weight","68.32"
"Denmark","2006","Euro","Sheep - prices per 100 kg live weight","17.70"
"Germany (until 1990 former territory of the FRG)","2006","Euro","Sheep - prices per 100 kg live weight","53.26"
"Estonia","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2006","Euro","Sheep - prices per 100 kg live weight","147.63"
"Greece","2006","Euro","Sheep - prices per 100 kg live weight","129.64"
"Spain","2006","Euro","Sheep - prices per 100 kg live weight","27.76"
"France","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Croatia","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Italy","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2006","Euro","Sheep - prices per 100 kg live weight","256.3"
"Latvia","2006","Euro","Sheep - prices per 100 kg live weight","102.2"
"Lithuania","2006","Euro","Sheep - prices per 100 kg live weight","100.89"
"Luxembourg","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Malta","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2006","Euro","Sheep - prices per 100 kg live weight","104.40"
"Austria","2006","Euro","Sheep - prices per 100 kg live weight","64.00"
"Poland","2006","Euro","Sheep - prices per 100 kg live weight","162.89"
"Portugal","2006","Euro","Sheep - prices per 100 kg live weight","26.75"
"Romania","2006","Euro","Sheep - prices per 100 kg live weight","73.46"
"Slovenia","2006","Euro","Sheep - prices per 100 kg live weight","151.42"
"Slovakia","2006","Euro","Sheep - prices per 100 kg live weight","180.78"
"Finland","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2006","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2006","Euro","Sheep - prices per 100 kg live weight","131.89"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2006","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2007","Euro","Sheep - prices per 100 kg live weight","121.20"
"Czechia","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Denmark","2007","Euro","Sheep - prices per 100 kg live weight","15.66"
"Germany (until 1990 former territory of the FRG)","2007","Euro","Sheep - prices per 100 kg live weight","52.19"
"Estonia","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2007","Euro","Sheep - prices per 100 kg live weight","154.78"
"Greece","2007","Euro","Sheep - prices per 100 kg live weight","129.59"
"Spain","2007","Euro","Sheep - prices per 100 kg live weight","27.64"
"France","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Croatia","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Italy","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2007","Euro","Sheep - prices per 100 kg live weight","218.7"
"Latvia","2007","Euro","Sheep - prices per 100 kg live weight","102.83"
"Lithuania","2007","Euro","Sheep - prices per 100 kg live weight","96.80"
"Luxembourg","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Malta","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2007","Euro","Sheep - prices per 100 kg live weight","1.00"
"Austria","2007","Euro","Sheep - prices per 100 kg live weight","64.00"
"Poland","2007","Euro","Sheep - prices per 100 kg live weight","160.88"
"Portugal","2007","Euro","Sheep - prices per 100 kg live weight","26.62"
"Romania","2007","Euro","Sheep - prices per 100 kg live weight","76.51"
"Slovenia","2007","Euro","Sheep - prices per 100 kg live weight","93.89"
"Slovakia","2007","Euro","Sheep - prices per 100 kg live weight","75.35"
"Finland","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2007","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2007","Euro","Sheep - prices per 100 kg live weight","121.91"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2007","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2008","Euro","Sheep - prices per 100 kg live weight","86.70"
"Czechia","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Denmark","2008","Euro","Sheep - prices per 100 kg live weight","16.77"
"Germany (until 1990 former territory of the FRG)","2008","Euro","Sheep - prices per 100 kg live weight","60.24"
"Estonia","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2008","Euro","Sheep - prices per 100 kg live weight","158.49"
"Greece","2008","Euro","Sheep - prices per 100 kg live weight","133.31"
"Spain","2008","Euro","Sheep - prices per 100 kg live weight","25.68"
"France","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Croatia","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Italy","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2008","Euro","Sheep - prices per 100 kg live weight","277.41"
"Latvia","2008","Euro","Sheep - prices per 100 kg live weight","112.38"
"Lithuania","2008","Euro","Sheep - prices per 100 kg live weight","141.38"
"Luxembourg","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Malta","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2008","Euro","Sheep - prices per 100 kg live weight","106.75"
"Austria","2008","Euro","Sheep - prices per 100 kg live weight","59.00"
"Poland","2008","Euro","Sheep - prices per 100 kg live weight","165.67"
"Portugal","2008","Euro","Sheep - prices per 100 kg live weight","26.62"
"Romania","2008","Euro","Sheep - prices per 100 kg live weight","70.70"
"Slovenia","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Slovakia","2008","Euro","Sheep - prices per 100 kg live weight","68.49"
"Finland","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2008","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2008","Euro","Sheep - prices per 100 kg live weight","130.36"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2008","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2009","Euro","Sheep - prices per 100 kg live weight","123.11"
"Czechia","2009","Euro","Sheep - prices per 100 kg live weight","128.62"
"Denmark","2009","Euro","Sheep - prices per 100 kg live weight","16.79"
"Germany (until 1990 former territory of the FRG)","2009","Euro","Sheep - prices per 100 kg live weight","53.20"
"Estonia","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2009","Euro","Sheep - prices per 100 kg live weight","161.38"
"Greece","2009","Euro","Sheep - prices per 100 kg live weight","130.21"
"Spain","2009","Euro","Sheep - prices per 100 kg live weight","31.13"
"France","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Croatia","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Italy","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2009","Euro","Sheep - prices per 100 kg live weight","310.22"
"Latvia","2009","Euro","Sheep - prices per 100 kg live weight","114.47"
"Lithuania","2009","Euro","Sheep - prices per 100 kg live weight","132.02"
"Luxembourg","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2009","Euro","Sheep - prices per 100 kg live weight","188.53"
"Malta","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2009","Euro","Sheep - prices per 100 kg live weight","121.00"
"Austria","2009","Euro","Sheep - prices per 100 kg live weight","58.00"
"Poland","2009","Euro","Sheep - prices per 100 kg live weight","154.80"
"Portugal","2009","Euro","Sheep - prices per 100 kg live weight","25.55"
"Romania","2009","Euro","Sheep - prices per 100 kg live weight","104.01"
"Slovenia","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Slovakia","2009","Euro","Sheep - prices per 100 kg live weight","62.00"
"Finland","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2009","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2009","Euro","Sheep - prices per 100 kg live weight","155.14"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2009","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2010","Euro","Sheep - prices per 100 kg live weight","111.40"
"Czechia","2010","Euro","Sheep - prices per 100 kg live weight","112.72"
"Denmark","2010","Euro","Sheep - prices per 100 kg live weight","16.78"
"Germany (until 1990 former territory of the FRG)","2010","Euro","Sheep - prices per 100 kg live weight","41.70"
"Estonia","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2010","Euro","Sheep - prices per 100 kg live weight","192.67"
"Greece","2010","Euro","Sheep - prices per 100 kg live weight","133.39"
"Spain","2010","Euro","Sheep - prices per 100 kg live weight","32.71"
"France","2010","Euro","Sheep - prices per 100 kg live weight","557.66"
"Croatia","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Italy","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2010","Euro","Sheep - prices per 100 kg live weight","322.10"
"Latvia","2010","Euro","Sheep - prices per 100 kg live weight","116.64"
"Lithuania","2010","Euro","Sheep - prices per 100 kg live weight","197.78"
"Luxembourg","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2010","Euro","Sheep - prices per 100 kg live weight","155.68"
"Malta","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2010","Euro","Sheep - prices per 100 kg live weight","121.00"
"Austria","2010","Euro","Sheep - prices per 100 kg live weight","59.00"
"Poland","2010","Euro","Sheep - prices per 100 kg live weight","166.71"
"Portugal","2010","Euro","Sheep - prices per 100 kg live weight","25.13"
"Romania","2010","Euro","Sheep - prices per 100 kg live weight","91.64"
"Slovenia","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Slovakia","2010","Euro","Sheep - prices per 100 kg live weight","65.00"
"Finland","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2010","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2010","Euro","Sheep - prices per 100 kg live weight","179.39"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2010","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2011","Euro","Sheep - prices per 100 kg live weight","96.65"
"Czechia","2011","Euro","Sheep - prices per 100 kg live weight","52.87"
"Denmark","2011","Euro","Sheep - prices per 100 kg live weight","16.78"
"Germany (until 1990 former territory of the FRG)","2011","Euro","Sheep - prices per 100 kg live weight","46.50"
"Estonia","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Greece","2011","Euro","Sheep - prices per 100 kg live weight","135.67"
"Spain","2011","Euro","Sheep - prices per 100 kg live weight","42.68"
"France","2011","Euro","Sheep - prices per 100 kg live weight","583.80"
"Croatia","2011","Euro","Sheep - prices per 100 kg live weight","72.86"
"Italy","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2011","Euro","Sheep - prices per 100 kg live weight","258.60"
"Latvia","2011","Euro","Sheep - prices per 100 kg live weight","102.01"
"Lithuania","2011","Euro","Sheep - prices per 100 kg live weight","187.01"
"Luxembourg","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2011","Euro","Sheep - prices per 100 kg live weight","190.56"
"Malta","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2011","Euro","Sheep - prices per 100 kg live weight","147.10"
"Austria","2011","Euro","Sheep - prices per 100 kg live weight","59.00"
"Poland","2011","Euro","Sheep - prices per 100 kg live weight","182.15"
"Portugal","2011","Euro","Sheep - prices per 100 kg live weight","25.13"
"Romania","2011","Euro","Sheep - prices per 100 kg live weight","144.84"
"Slovenia","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Slovakia","2011","Euro","Sheep - prices per 100 kg live weight","81.00"
"Finland","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2011","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2011","Euro","Sheep - prices per 100 kg live weight","184.70"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2011","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2012","Euro","Sheep - prices per 100 kg live weight","140.24"
"Czechia","2012","Euro","Sheep - prices per 100 kg live weight","107.52"
"Denmark","2012","Euro","Sheep - prices per 100 kg live weight","16.79"
"Germany (until 1990 former territory of the FRG)","2012","Euro","Sheep - prices per 100 kg live weight","50.50"
"Estonia","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Greece","2012","Euro","Sheep - prices per 100 kg live weight","137.81"
"Spain","2012","Euro","Sheep - prices per 100 kg live weight","45.74"
"France","2012","Euro","Sheep - prices per 100 kg live weight","631.07"
"Croatia","2012","Euro","Sheep - prices per 100 kg live weight","90.01"
"Italy","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2012","Euro","Sheep - prices per 100 kg live weight","248.40"
"Latvia","2012","Euro","Sheep - prices per 100 kg live weight","140.28"
"Lithuania","2012","Euro","Sheep - prices per 100 kg live weight","166.05"
"Luxembourg","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Hungary","2012","Euro","Sheep - prices per 100 kg live weight","152.75"
"Malta","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Netherlands","2012","Euro","Sheep - prices per 100 kg live weight","172.5"
"Austria","2012","Euro","Sheep - prices per 100 kg live weight","63.53"
"Poland","2012","Euro","Sheep - prices per 100 kg live weight","179.4"
"Portugal","2012","Euro","Sheep - prices per 100 kg live weight","25.13"
"Romania","2012","Euro","Sheep - prices per 100 kg live weight","119.3"
"Slovenia","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Slovakia","2012","Euro","Sheep - prices per 100 kg live weight","76"
"Finland","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Sweden","2012","Euro","Sheep - prices per 100 kg live weight",":"
"United Kingdom","2012","Euro","Sheep - prices per 100 kg live weight","197.31"
"Kosovo (under United Nations Security Council Resolution 1244/99)","2012","Euro","Sheep - prices per 100 kg live weight",":"
"Belgium","2013","Euro","Sheep - prices per 100 kg live weight",":"
"Bulgaria","2013","Euro","Sheep - prices per 100 kg live weight","148.78"
"Czechia","2013","Euro","Sheep - prices per 100 kg live weight","285.22"
"Denmark","2013","Euro","Sheep - prices per 100 kg live weight","16.76"
"Germany (until 1990 former territory of the FRG)","2013","Euro","Sheep - prices per 100 kg live weight","50.00"
"Estonia","2013","Euro","Sheep - prices per 100 kg live weight",":"
"Ireland","2013","Euro","Sheep - prices per 100 kg live weight",":"
"Greece","2013","Euro","Sheep - prices per 100 kg live weight","137.8"
"Spain","2013","Euro","Sheep - prices per 100 kg live weight","49.3"
"France","2013","Euro","Sheep - prices per 100 kg live weight","675.14"
"Croatia","2013","Euro","Sheep - prices per 100 kg live weight","88.27"
"Italy","2013","Euro","Sheep - prices per 100 kg live weight",":"
"Cyprus","2013","Euro","Sheep - prices per 100 kg live weight","245.30"
"Latvia","2013","Euro","Sheep - prices per 100 kg live weight","155.14"
"Lithuania","2013","Euro","Sheep - prices per 100 kg live weight","162.2"
"Luxembourg","2013","Euro","Sheep - prices per 100 kg live weight",":"
